user_id,ip,salario,montomaximo,Entidadtarjeta,historialtransaccion,tipodecomercio,montoTransacción,country_transaction,Fraud
19,164.100.168.184,19384,1938,Halifax,3,Entertainment,17.0,United Kingdom,1
19,74.81.129.18,19384,1938,Halifax,4,Fashion,46.0,China,0
19,139.210.233.203,19384,1938,Halifax,5,Fashion,304.0,United Kingdom,0
19,162.135.63.198,19384,1938,Halifax,6,Services,228.0,United Kingdom,0
19,192.74.64.168,19384,1938,Halifax,7,Services,30.0,United Kingdom,0
20,147.168.108.105,33936,3394,Monzo,1,Subscription,28.0,United Kingdom,0
20,39.88.26.135,33936,3394,Monzo,2,Food,6.0,United Kingdom,0
20,220.49.3.114,33936,3394,Monzo,3,Electronics,24.0,United Kingdom,0
20,27.70.158.200,33936,3394,Monzo,4,Fashion,18.0,United Kingdom,0
20,147.3.182.131,33936,3394,Monzo,5,Entertainment,352.0,United Kingdom,0
21,17.254.76.0,38754,3875,Monzo,1,Children,260.0,Russia,0
21,128.146.243.64,38754,3875,Monzo,2,Subscription,27.0,India,0
21,157.148.47.52,38754,3875,Monzo,3,Restaurant,10.0,United Kingdom,0
21,158.68.207.215,38754,3875,Monzo,4,Food,387.0,USA,0
21,210.174.137.188,38754,3875,Monzo,5,Subscription,11.0,United Kingdom,0
21,140.238.70.248,38754,3875,Monzo,6,Electronics,21.0,United Kingdom,1
21,103.241.193.114,38754,3875,Monzo,7,Children,22.0,Russia,0
21,64.201.130.11,38754,3875,Monzo,8,Subscription,67.0,United Kingdom,0
21,146.101.61.151,38754,3875,Monzo,9,Children,15.0,United Kingdom,0
21,72.207.221.238,38754,3875,Monzo,10,Fashion,144.0,United Kingdom,0
21,173.71.63.243,38754,3875,Monzo,11,Fashion,20.0,United Kingdom,0
21,2.193.61.32,38754,3875,Monzo,12,Electronics,376.0,United Kingdom,0
21,137.175.223.84,38754,3875,Monzo,13,Children,10.0,United Kingdom,0
22,69.194.185.95,16893,1689,Barclays,1,Services,15.0,United Kingdom,0
22,202.149.2.22,16893,1689,Barclays,2,Fashion,27.0,United Kingdom,0
22,138.170.187.117,16893,1689,Barclays,3,Services,345.0,United Kingdom,0
22,159.9.204.219,16893,1689,Barclays,4,Services,30.0,United Kingdom,0
22,71.20.30.131,16893,1689,Barclays,5,Entertainment,334.0,United Kingdom,0
22,180.14.153.109,16893,1689,Barclays,6,Subscription,63.0,United Kingdom,0
22,72.242.63.203,16893,1689,Barclays,7,Subscription,67.0,USA,0
22,57.143.5.58,16893,1689,Barclays,8,Subscription,29.0,United Kingdom,0
22,63.191.231.65,16893,1689,Barclays,9,Children,24.0,United Kingdom,0
22,168.135.0.28,16893,1689,Barclays,10,Products,5.0,United Kingdom,0
22,42.18.100.37,16893,1689,Barclays,11,Children,97.0,United Kingdom,0
22,71.20.12.241,16893,1689,Barclays,12,Services,17.0,United Kingdom,0
22,158.226.167.7,16893,1689,Barclays,13,Products,5.0,China,0
22,57.130.91.123,16893,1689,Barclays,14,Products,27.0,United Kingdom,0
22,33.14.27.19,16893,1689,Barclays,15,Children,27.0,India,0
22,13.143.111.223,16893,1689,Barclays,16,Gaming,73.0,United Kingdom,0
22,97.156.239.105,16893,1689,Barclays,17,Products,74.0,United Kingdom,0
22,176.48.169.149,16893,1689,Barclays,18,Subscription,12.0,United Kingdom,0
22,168.110.104.159,16893,1689,Barclays,19,Electronics,28.0,United Kingdom,0
23,92.231.107.148,45050,4505,Metro,1,Fashion,5.0,United Kingdom,0
23,111.46.162.32,45050,4505,Metro,2,Gaming,179.0,United Kingdom,0
23,24.80.91.214,45050,4505,Metro,3,Food,10.0,United Kingdom,0
23,70.180.116.58,45050,4505,Metro,4,Products,116.0,United Kingdom,0
23,183.9.49.212,45050,4505,Metro,5,Subscription,15.0,United Kingdom,0
23,8.142.170.43,45050,4505,Metro,6,Subscription,28.0,Russia,0
23,112.111.195.254,45050,4505,Metro,7,Food,26.0,United Kingdom,0
23,186.105.49.8,45050,4505,Metro,8,Products,138.0,United Kingdom,0
23,139.137.154.227,45050,4505,Metro,9,Entertainment,317.0,India,0
23,209.131.199.68,45050,4505,Metro,10,Electronics,228.0,USA,0
23,17.91.21.6,45050,4505,Metro,11,Subscription,13.0,India,0
23,147.142.3.26,45050,4505,Metro,12,Restaurant,358.0,United Kingdom,0
24,168.216.155.73,29804,2980,HSBC,1,Entertainment,27.0,United Kingdom,0
24,62.251.30.132,29804,2980,HSBC,2,Products,31.0,United Kingdom,0
24,1.214.41.106,29804,2980,HSBC,3,Entertainment,11.0,United Kingdom,0
24,157.92.96.168,29804,2980,HSBC,4,Entertainment,372.0,United Kingdom,0
24,12.111.98.216,29804,2980,HSBC,5,Subscription,14.0,United Kingdom,0
24,24.99.137.241,29804,2980,HSBC,6,Services,224.0,United Kingdom,0
24,131.219.46.244,29804,2980,HSBC,7,Food,205.0,India,0
24,86.180.124.46,29804,2980,HSBC,8,Electronics,360.0,China,0
24,200.105.2.84,29804,2980,HSBC,9,Entertainment,226.0,United Kingdom,0
24,126.213.227.149,29804,2980,HSBC,10,Restaurant,10.0,USA,0
24,211.27.94.110,29804,2980,HSBC,11,Fashion,23.0,United Kingdom,0
24,52.152.46.181,29804,2980,HSBC,12,Services,5.0,United Kingdom,0
24,176.211.120.30,29804,2980,HSBC,13,Entertainment,7467.17,China,1
24,81.155.101.124,29804,2980,HSBC,14,Children,194.0,United Kingdom,0
25,186.45.116.154,21850,2185,HSBC,1,Fashion,23.0,United Kingdom,0
25,85.101.161.13,21850,2185,HSBC,2,Electronics,10.0,United Kingdom,0
25,186.181.62.240,21850,2185,HSBC,3,Services,16.0,China,0
25,33.98.46.158,21850,2185,HSBC,4,Gaming,15.0,United Kingdom,0
25,104.151.37.135,21850,2185,HSBC,5,Products,11.0,China,0
25,149.191.159.99,21850,2185,HSBC,6,Restaurant,21.0,Russia,0
25,187.7.101.64,21850,2185,HSBC,7,Electronics,22.0,United Kingdom,0
25,209.118.202.98,21850,2185,HSBC,8,Gaming,5.0,United Kingdom,0
25,36.75.12.58,21850,2185,HSBC,9,Children,387.0,United Kingdom,0
25,76.69.17.134,21850,2185,HSBC,10,Food,203.0,Russia,0
26,214.164.95.128,34964,3496,HSBC,1,Food,21.0,United Kingdom,0
26,25.196.251.212,34964,3496,HSBC,2,Food,13587.39,United Kingdom,1
26,17.209.46.63,34964,3496,HSBC,3,Restaurant,198.0,United Kingdom,0
26,163.250.126.246,34964,3496,HSBC,4,Entertainment,9.0,United Kingdom,0
26,26.176.215.169,34964,3496,HSBC,5,Fashion,291.0,United Kingdom,0
27,64.211.59.131,30019,3002,Lloyds,1,Restaurant,319.0,United Kingdom,0
27,126.162.4.129,30019,3002,Lloyds,2,Products,7.0,China,0
27,175.207.122.48,30019,3002,Lloyds,3,Children,190.0,Russia,0
27,74.37.207.136,30019,3002,Lloyds,4,Subscription,8.0,United Kingdom,0
27,184.194.246.183,30019,3002,Lloyds,5,Restaurant,272.0,United Kingdom,0
27,134.59.12.44,30019,3002,Lloyds,6,Subscription,275.0,United Kingdom,0
27,166.250.173.199,30019,3002,Lloyds,7,Fashion,196.0,United Kingdom,0
28,146.62.163.126,43907,4391,Barclays,1,Entertainment,25.0,United Kingdom,0
28,42.177.222.127,43907,4391,Barclays,2,Entertainment,15.0,United Kingdom,0
28,38.50.88.107,43907,4391,Barclays,3,Restaurant,10.0,United Kingdom,0
28,50.189.113.158,43907,4391,Barclays,4,Subscription,353.0,United Kingdom,0
28,165.140.189.137,43907,4391,Barclays,5,Services,26.0,Russia,0
28,180.234.124.19,43907,4391,Barclays,6,Children,7.0,United Kingdom,0
28,194.91.131.228,43907,4391,Barclays,7,Fashion,13.0,United Kingdom,0
28,117.128.55.34,43907,4391,Barclays,8,Subscription,334.0,United Kingdom,0
28,74.213.11.26,43907,4391,Barclays,9,Entertainment,24.0,Russia,0
29,99.55.145.68,31756,3176,HSBC,1,Products,29.0,United Kingdom,0
29,110.85.11.113,31756,3176,HSBC,2,Electronics,8.0,USA,0
29,216.252.24.169,31756,3176,HSBC,3,Restaurant,278.0,United Kingdom,0
29,89.35.45.163,31756,3176,HSBC,4,Food,355.0,United Kingdom,0
29,109.227.194.101,31756,3176,HSBC,5,Services,17.0,United Kingdom,0
29,143.56.146.17,31756,3176,HSBC,6,Restaurant,25.0,United Kingdom,0
29,79.250.162.162,31756,3176,HSBC,7,Food,16.0,United Kingdom,0
29,191.34.65.34,31756,3176,HSBC,8,Products,6.0,United Kingdom,1
29,116.60.6.162,31756,3176,HSBC,9,Fashion,11.0,United Kingdom,0
29,103.229.105.43,31756,3176,HSBC,10,Restaurant,30.0,India,0
29,214.10.104.238,31756,3176,HSBC,11,Services,19.0,United Kingdom,0
30,63.216.255.135,39220,3922,RBS,1,Gaming,235.0,USA,0
30,11.56.88.5,39220,3922,RBS,2,Gaming,276.0,United Kingdom,0
30,164.44.9.174,39220,3922,RBS,3,Electronics,217.0,United Kingdom,0
30,125.2.8.114,39220,3922,RBS,4,Children,269.0,United Kingdom,0
30,130.166.101.237,39220,3922,RBS,5,Products,249.0,United Kingdom,0
30,39.188.173.254,39220,3922,RBS,6,Gaming,17.0,United Kingdom,0
30,174.41.23.33,39220,3922,RBS,7,Children,119.0,USA,0
30,219.208.120.30,39220,3922,RBS,8,Children,22.0,China,1
30,101.141.92.221,39220,3922,RBS,9,Gaming,15.0,China,0
30,168.150.37.192,39220,3922,RBS,10,Subscription,24.0,United Kingdom,0
30,178.120.160.228,39220,3922,RBS,11,Restaurant,21.0,United Kingdom,0
30,66.164.19.67,39220,3922,RBS,12,Gaming,204.0,United Kingdom,0
30,124.173.48.216,39220,3922,RBS,13,Fashion,231.0,United Kingdom,0
30,23.56.172.30,39220,3922,RBS,14,Electronics,332.0,United Kingdom,0
30,83.20.87.18,39220,3922,RBS,15,Entertainment,29.0,United Kingdom,0
30,48.233.254.107,39220,3922,RBS,16,Products,163.0,USA,0
30,192.117.62.90,39220,3922,RBS,17,Children,124.0,United Kingdom,0
31,39.143.114.227,8931,893,Monzo,1,Products,179.0,United Kingdom,0
31,48.224.64.112,8931,893,Monzo,2,Fashion,25.0,United Kingdom,0
31,154.126.131.114,8931,893,Monzo,3,Fashion,27.0,United Kingdom,0
31,168.65.110.210,8931,893,Monzo,4,Products,14.0,United Kingdom,0
31,144.6.15.92,8931,893,Monzo,5,Food,11.0,United Kingdom,0
31,93.58.110.16,8931,893,Monzo,6,Food,23.0,United Kingdom,0
31,119.178.210.47,8931,893,Monzo,7,Subscription,203.0,China,0
31,31.116.11.215,8931,893,Monzo,8,Services,17.0,United Kingdom,0
31,3.32.145.116,8931,893,Monzo,9,Restaurant,25.0,United Kingdom,0
32,123.171.28.223,22570,2257,Monzo,1,Gaming,307.0,China,0
32,109.183.133.162,22570,2257,Monzo,2,Fashion,147.0,United Kingdom,0
32,82.110.211.255,22570,2257,Monzo,3,Entertainment,16.0,United Kingdom,0
32,204.56.217.202,22570,2257,Monzo,4,Fashion,25.0,United Kingdom,0
32,178.119.158.227,22570,2257,Monzo,5,Children,223.0,United Kingdom,0
32,65.190.26.43,22570,2257,Monzo,6,Entertainment,254.0,United Kingdom,1
32,137.173.217.49,22570,2257,Monzo,7,Fashion,212.0,India,0
32,122.197.129.252,22570,2257,Monzo,8,Subscription,292.0,United Kingdom,0
32,193.58.18.209,22570,2257,Monzo,9,Food,276.0,Russia,0
33,160.35.5.218,31980,3198,Barclays,1,Food,7.0,United Kingdom,0
33,78.210.159.81,31980,3198,Barclays,2,Gaming,21.0,United Kingdom,0
33,57.10.100.241,31980,3198,Barclays,3,Products,164.0,China,0
33,135.240.52.170,31980,3198,Barclays,4,Food,13.0,United Kingdom,0
33,126.178.222.46,31980,3198,Barclays,5,Subscription,12.0,United Kingdom,0
33,42.64.45.159,31980,3198,Barclays,6,Food,322.0,United Kingdom,0
33,112.211.55.32,31980,3198,Barclays,7,Electronics,29.0,United Kingdom,0
33,11.232.89.194,31980,3198,Barclays,8,Entertainment,25.0,Russia,0
33,88.207.223.148,31980,3198,Barclays,9,Children,21.0,United Kingdom,0
33,31.90.136.189,31980,3198,Barclays,10,Food,387.0,United Kingdom,0
33,112.0.197.66,31980,3198,Barclays,11,Restaurant,5.0,United Kingdom,0
33,31.5.98.47,31980,3198,Barclays,12,Fashion,25.0,United Kingdom,0
34,220.139.9.232,42301,4230,HSBC,1,Restaurant,229.0,India,0
34,56.212.243.96,42301,4230,HSBC,2,Restaurant,202.0,United Kingdom,0
34,217.143.8.220,42301,4230,HSBC,3,Entertainment,7.0,United Kingdom,0
34,89.83.245.206,42301,4230,HSBC,4,Subscription,22.0,United Kingdom,0
34,122.39.59.158,42301,4230,HSBC,5,Fashion,228.0,United Kingdom,0
34,206.230.90.67,42301,4230,HSBC,6,Subscription,5.0,United Kingdom,0
34,95.19.229.70,42301,4230,HSBC,7,Children,30.0,United Kingdom,0
34,12.180.77.37,42301,4230,HSBC,8,Services,397.0,United Kingdom,0
34,149.76.229.236,42301,4230,HSBC,9,Restaurant,143.0,United Kingdom,0
34,88.71.187.21,42301,4230,HSBC,10,Gaming,378.0,United Kingdom,0
34,151.79.93.152,42301,4230,HSBC,11,Entertainment,9.0,United Kingdom,0
34,16.197.44.194,42301,4230,HSBC,12,Entertainment,10.0,United Kingdom,0
35,33.238.185.31,32504,3250,Metro,1,Services,25.0,United Kingdom,0
35,52.53.29.208,32504,3250,Metro,2,Restaurant,91.0,United Kingdom,0
35,190.74.166.0,32504,3250,Metro,3,Products,20.0,India,0
35,25.121.125.130,32504,3250,Metro,4,Products,10.0,United Kingdom,0
35,31.126.59.110,32504,3250,Metro,5,Gaming,274.0,United Kingdom,1
35,166.57.150.94,32504,3250,Metro,6,Entertainment,19.0,Russia,0
35,175.254.97.155,32504,3250,Metro,7,Food,11.0,United Kingdom,0
35,26.78.218.129,32504,3250,Metro,8,Fashion,22.0,USA,0
35,49.64.165.164,32504,3250,Metro,9,Gaming,10.0,United Kingdom,0
35,151.164.233.163,32504,3250,Metro,10,Products,15.0,China,0
36,194.238.222.87,29273,2927,RBS,1,Entertainment,219.0,United Kingdom,0
36,89.143.204.136,29273,2927,RBS,2,Products,159.0,United Kingdom,0
36,23.172.156.165,29273,2927,RBS,3,Food,199.0,United Kingdom,0
36,155.19.78.242,29273,2927,RBS,4,Electronics,8.0,United Kingdom,0
36,108.189.174.118,29273,2927,RBS,5,Services,24.0,United Kingdom,0
36,142.54.113.174,29273,2927,RBS,6,Products,19.0,United Kingdom,0
36,75.18.105.70,29273,2927,RBS,7,Subscription,329.0,Russia,0
36,138.20.96.230,29273,2927,RBS,8,Children,377.0,United Kingdom,0
36,94.235.62.71,29273,2927,RBS,9,Electronics,248.0,United Kingdom,0
36,121.20.92.203,29273,2927,RBS,10,Food,301.0,United Kingdom,0
36,46.147.227.15,29273,2927,RBS,11,Fashion,217.0,United Kingdom,0
37,3.123.1.187,26529,2653,HSBC,1,Restaurant,5.0,United Kingdom,0
37,174.137.95.61,26529,2653,HSBC,2,Products,6.0,USA,0
37,198.58.115.4,26529,2653,HSBC,3,Entertainment,103.0,USA,0
37,102.183.230.102,26529,2653,HSBC,4,Restaurant,364.0,United Kingdom,0
